,0,labels
214,-22.45581377,female_neutral
215,-33.2196943,female_neutral
216,-32.52578396,female_sad
217,-26.13117079,female_sad
218,-36.01050223,female_sad
219,-28.53835444,female_happy
220,-21.46532504,female_happy
221,-31.73726497,female_happy
222,-27.7766423,female_angry
223,-17.90182659,female_angry
224,-31.74402671,female_angry
225,-26.13819236,female_angry
226,-17.94137878,female_angry
227,-29.81574832,female_angry
228,-32.33181173,female_sad
229,-23.96675426,female_sad
230,-36.62486979,female_sad
231,-31.48702299,female_calm
232,-24.99900222,female_calm
233,-34.76835778,female_calm
234,-28.61379724,female_happy
235,-16.22756756,female_happy
236,-32.74388746,female_happy
237,-27.35940566,female_angry
238,-18.41866999,female_angry
239,-31.04905735,female_angry
240,-34.06417936,female_sad
241,-20.73655072,female_sad
242,-38.50089479,female_sad
243,-32.67247817,female_calm
244,-28.55046001,female_calm
245,-36.66503242,female_calm
246,-30.24992141,female_calm
247,-28.35950662,female_calm
248,-34.34062066,female_calm
249,-30.56152945,female_happy
250,-21.0258911,female_happy
251,-34.71670379,female_happy
252,-30.55062601,female_sad
253,-22.46781612,female_sad
254,-33.55831444,female_sad
255,-28.11025956,female_happy
256,-16.30293834,female_happy
257,-32.21765335,female_happy
258,-31.99554366,female_sad
259,-20.75844136,female_sad
260,-35.85770973,female_sad
261,-31.92790385,female_sad
262,-27.73783284,female_sad
263,-35.5152445,female_sad
264,-29.66935985,female_neutral
265,-23.42904503,female_neutral
266,-32.88832956,female_neutral
267,-31.65654245,female_calm
268,-26.68729942,female_calm
269,-36.37214868,female_calm
270,-22.48540915,female_angry
271,-10.67911649,female_angry
272,-25.74694276,female_angry
273,-32.21405553,female_calm
274,-30.49071023,female_calm
275,-35.69367032,female_calm
276,-33.12992922,female_sad
277,-21.93944321,female_sad
278,-36.25802648,female_sad
279,-25.45897566,female_happy
280,-13.93794927,female_happy
281,-28.12980456,female_happy
282,-24.68383741,female_surprise
283,-17.80838468,female_surprise
284,-27.87065758,female_surprise
285,-29.60282135,female_disgust
286,-23.40581889,female_disgust
287,-33.35543822,female_disgust
288,-28.70527726,female_surprise
289,-16.11119002,female_surprise
290,-32.18579795,female_surprise
291,-28.65619641,female_surprise
292,-21.30123831,female_surprise
293,-31.98937817,female_surprise
294,-24.87037673,female_fear
295,-11.76777203,female_fear
296,-28.24493308,female_fear
297,-29.82926149,female_fear
298,-25.13266293,female_fear
299,-32.68230547,female_fear
300,-25.3073729,female_fear
301,-19.21821866,female_fear
302,-28.88381178,female_fear
303,-28.95041769,female_disgust
304,-23.85339078,female_disgust
305,-33.22555638,female_disgust
306,-28.79436058,female_disgust
307,-24.66915832,female_disgust
308,-32.5302268,female_disgust
309,-23.87559676,female_angry
310,-14.49382325,female_angry
311,-27.19554525,female_angry
312,-27.74111106,female_disgust
313,-24.67280865,female_disgust
314,-31.76991212,female_disgust
315,-27.14539478,female_disgust
316,-19.53967546,female_disgust
317,-30.70234309,female_disgust
318,-26.11895046,female_surprise
319,-16.81746796,female_surprise
320,-29.67120053,female_surprise
321,-28.98881767,female_surprise
322,-20.12380478,female_surprise
323,-32.37032124,female_surprise
324,-24.18201681,female_fear
325,-12.46590688,female_fear
326,-27.2278727,female_fear
327,-30.90560311,female_disgust
328,-20.73844259,female_disgust
329,-34.99413374,female_disgust
330,-29.7252194,female_fear
331,-18.61760452,female_fear
332,-32.02886803,female_fear
333,-30.87922404,female_disgust
334,-21.75332308,female_disgust
335,-34.54479373,female_disgust
336,-26.97430543,female_surprise
337,-13.03213417,female_surprise
338,-30.16414999,female_surprise
339,-24.09374793,female_angry
340,-10.09244069,female_angry
341,-26.58536068,female_angry
342,-24.11413875,female_surprise
343,-19.2632774,female_surprise
344,-27.47181654,female_surprise
345,-29.27725297,female_fear
346,-19.19607248,female_fear
347,-32.13241608,female_fear
348,-29.38710769,female_disgust
349,-20.24364185,female_disgust
350,-33.23017141,female_disgust
351,-25.6277164,female_fear
352,-14.6581366,female_fear
353,-29.09872187,female_fear
354,-25.91959668,female_surprise
355,-16.24946061,female_surprise
356,-28.66514805,female_surprise
357,-29.02000806,female_fear
358,-21.56933993,female_fear
359,-31.68081622,female_fear
360,-22.26537951,male_sad
361,-13.72281325,male_sad
362,-26.47521267,male_sad
363,-27.21308017,male_happy
364,-20.31399743,male_happy
365,-32.47958848,male_happy
366,-21.58317057,male_calm
367,-17.09135637,male_calm
368,-25.17380091,male_calm
369,-24.48667353,male_neutral
370,-19.15885689,male_neutral
371,-28.53554046,male_neutral
372,-26.56850523,male_sad
373,-21.72003249,male_sad
374,-30.79414152,male_sad
375,-27.40655088,male_neutral
376,-22.86336993,male_neutral
377,-31.31007714,male_neutral
378,-27.4570368,male_happy
379,-17.36379532,male_happy
380,-30.82211696,male_happy
381,-28.32603868,male_sad
382,-25.23776052,male_sad
383,-32.54745163,male_sad
384,-28.07168654,male_sad
385,-22.04320379,male_sad
386,-32.02680381,male_sad
387,-25.24136303,male_calm
388,-20.37268993,male_calm
389,-28.75608554,male_calm
390,-24.40493286,male_sad
391,-21.25711365,male_sad
392,-28.18130373,male_sad
393,-22.63287719,male_calm
394,-21.81878178,male_calm
395,-25.956887,male_calm
396,-27.99846941,male_neutral
397,-22.64479491,male_neutral
398,-32.08214426,male_neutral
399,-27.53980334,male_neutral
400,-17.71752696,male_neutral
401,-31.79899155,male_neutral
402,-28.53571361,male_sad
403,-18.78669698,male_sad
404,-32.4357779,male_sad
405,-23.95141594,male_calm
406,-16.03215359,male_calm
407,-27.89219971,male_calm
408,-25.8321929,male_calm
409,-21.11976175,male_calm
410,-29.6732174,male_calm
411,-22.76824644,male_happy
412,-17.15107824,male_happy
413,-27.11862053,male_happy
414,-26.71795306,male_happy
415,-21.36659553,male_happy
416,-30.42905379,male_happy
417,-24.76136956,male_happy
418,-21.13291419,male_happy
419,-28.86395518,male_happy
420,-26.78634104,male_sad
421,-18.12823057,male_sad
422,-30.50480512,male_sad
423,-23.18719465,male_happy
424,-17.35426927,male_happy
425,-26.80961558,male_happy
426,-18.71955228,male_happy
427,-9.420715213,male_happy
428,-21.7554616,male_happy
429,-24.44751206,male_calm
430,-19.33082377,male_calm
431,-28.06954498,male_calm
432,-22.89068584,male_calm
433,-16.92126635,male_calm
434,-27.1430627,male_calm
435,-26.08647862,male_calm
436,-18.5059181,male_calm
437,-30.31011245,male_calm
438,-22.11272075,male_happy
439,-21.56200013,male_happy
440,-26.32505112,male_happy
441,-24.10858256,male_surprise
442,-22.3025425,male_surprise
443,-27.66514305,male_surprise
444,-24.59249828,male_angry
445,-20.18040711,male_angry
446,-28.1614585,male_angry
447,-23.9035804,male_disgust
448,-19.74039357,male_disgust
449,-27.6573082,male_disgust
450,-23.59040048,male_surprise
451,-13.74728667,male_surprise
452,-27.42121063,male_surprise
453,-15.76192323,male_angry
454,-11.67038718,male_angry
455,-19.2863178,male_angry
456,-16.16440457,male_angry
457,-9.743067466,male_angry
458,-19.51403302,male_angry
459,-23.43361531,male_disgust
460,-20.20117274,male_disgust
461,-27.03924193,male_disgust
462,-24.49029535,male_fear
463,-21.7177026,male_fear
464,-28.67671756,male_fear
465,-18.37420656,male_fear
466,-13.28536222,male_fear
467,-21.97942965,male_fear
468,-22.84014392,male_disgust
469,-22.33217379,male_disgust
470,-26.77555252,male_disgust
471,-26.79707975,male_disgust
472,-22.04706966,male_disgust
473,-30.79068673,male_disgust
474,-24.93932555,male_fear
475,-19.30900614,male_fear
476,-28.62217908,male_fear
477,-23.9097268,male_disgust
478,-15.33635648,male_disgust
479,-27.47793651,male_disgust
480,-15.91225187,male_angry
481,-12.89040759,male_angry
482,-19.47641217,male_angry
483,-28.15245598,male_surprise
484,-17.51180005,male_surprise
485,-31.5028994,male_surprise
486,-25.93883638,male_disgust
487,-17.94554895,male_disgust
488,-29.34198484,male_disgust
489,-13.63563863,male_fear
490,-12.28577997,male_fear
491,-17.22125954,male_fear
492,-25.67769559,male_disgust
493,-15.04476067,male_disgust
494,-29.40641111,male_disgust
495,-15.92111545,male_angry
496,-10.8069884,male_angry
497,-19.43452211,male_angry
498,-25.57133257,male_fear
499,-21.51807212,male_fear
500,-29.46279005,male_fear
501,-21.62118439,male_angry
502,-13.53450962,male_angry
503,-25.45989357,male_angry
504,-28.62967221,male_surprise
505,-18.64702052,male_surprise
506,-32.68948503,male_surprise
507,-23.35458639,male_angry
508,-16.9864289,male_angry
509,-26.87945008,male_angry
510,-22.257686,male_sad
511,-19.08053889,male_sad
512,-25.68093177,male_sad
513,-17.26466304,male_fear
514,-16.96094174,male_fear
515,-20.93764911,male_fear
516,-24.49699779,male_fear
517,-20.96678507,male_fear
518,-28.41103151,male_fear
519,-25.16286484,male_disgust
520,-24.64982722,male_disgust
521,-29.14027125,male_disgust
522,-20.84046336,male_surprise
523,-12.60752674,male_surprise
524,-24.42600881,male_surprise
525,-23.83091581,male_surprise
526,-15.63844083,male_surprise
527,-27.80114908,male_surprise
528,-24.99358433,male_surprise
529,-15.11452393,male_surprise
530,-28.58774022,male_surprise
531,-22.79694445,male_angry
532,-19.15219485,male_angry
533,-26.40807277,male_angry
534,-17.5315287,male_fear
535,-15.89378401,male_fear
536,-20.86026934,male_fear
537,-26.78484374,male_surprise
538,-15.46460798,male_surprise
539,-30.09759088,male_surprise
540,-32.10196592,female_calm
541,-29.96115866,female_calm
542,-36.21994793,female_calm
543,-30.59832684,female_happy
544,-19.67296524,female_happy
545,-34.05664964,female_happy
546,-32.79954752,female_calm
547,-31.29185875,female_calm
548,-36.72989659,female_calm
549,-33.13823352,female_calm
550,-30.38253106,female_calm
551,-37.08909946,female_calm
552,-37.28333028,female_neutral
553,-24.25361223,female_neutral
554,-40.70794027,female_neutral
555,-34.63392976,female_calm
556,-24.77849998,female_calm
557,-38.9873958,female_calm
558,-33.21384844,female_happy
559,-19.1028985,female_happy
560,-36.47518065,female_happy
561,-30.16558539,female_calm
562,-26.84411384,female_calm
563,-33.79842768,female_calm
564,-32.74077475,female_calm
565,-28.07127991,female_calm
566,-36.33235449,female_calm
567,-29.92594607,female_happy
568,-19.143681,female_happy
569,-33.31927869,female_happy
570,-35.80197418,female_neutral
571,-26.44420913,female_neutral
572,-38.92709872,female_neutral
573,-23.83485006,female_happy
574,-13.23074712,female_happy
575,-26.56522314,female_happy
576,-37.20029913,female_neutral
577,-22.45101652,female_neutral
578,-39.97766474,female_neutral
579,-30.46447004,female_happy
580,-27.71725529,female_happy
581,-33.70354448,female_happy
582,-23.89181908,female_happy
583,-13.95026524,female_happy
584,-26.75305208,female_happy
585,-33.93467812,female_calm
586,-25.90576938,female_calm
587,-37.71020065,female_calm
588,-32.29184023,female_calm
589,-24.0581114,female_calm
590,-36.12624431,female_calm
591,-33.2351395,female_neutral
592,-28.36285963,female_neutral
593,-35.69085517,female_neutral
594,-28.21353123,female_disgust
595,-25.63443361,female_disgust
596,-31.83957808,female_disgust
597,-29.10985132,female_fear
598,-21.49249248,female_fear
599,-32.78297853,female_fear
600,-30.94313278,female_sad
601,-19.76120165,female_sad
602,-34.45724281,female_sad
603,-26.32131326,female_disgust
604,-18.2008642,female_disgust
605,-30.18789865,female_disgust
606,-30.66930562,female_surprise
607,-18.30139804,female_surprise
608,-33.92639341,female_surprise
609,-25.03983829,female_sad
610,-15.33145514,female_sad
611,-28.42343393,female_sad
612,-24.35472169,female_surprise
613,-14.82669397,female_surprise
614,-27.4573659,female_surprise
615,-24.19260051,female_happy
616,-20.66578561,female_happy
617,-27.30724266,female_happy
618,-33.80561607,female_sad
619,-21.9212322,female_sad
620,-37.43022025,female_sad
621,-21.90414218,female_sad
622,-13.67933075,female_sad
623,-25.17950052,female_sad
624,-25.11044469,female_angry
625,-11.42041847,female_angry
626,-28.23826819,female_angry
627,-31.66922007,female_sad
628,-18.21800782,female_sad
629,-34.43066585,female_sad
630,-29.46149304,female_sad
631,-17.19076952,female_sad
632,-32.67521575,female_sad
633,-31.47139453,female_disgust
634,-20.17114544,female_disgust
635,-36.13717656,female_disgust
636,-29.77501883,female_angry
637,-18.94232981,female_angry
638,-33.63994872,female_angry
639,-27.08421991,female_angry
640,-14.21287023,female_angry
641,-30.77710165,female_angry
642,-24.71228489,female_surprise
643,-13.85678264,female_surprise
644,-27.83427358,female_surprise
645,-29.42454613,female_fear
646,-19.02308458,female_fear
647,-32.74430935,female_fear
648,-22.10603839,female_angry
649,-11.42073498,female_angry
650,-25.17177248,female_angry
651,-19.63011683,female_angry
652,-9.572226834,female_angry
653,-22.4261397,female_angry
654,-28.76435484,female_happy
655,-13.62793739,female_happy
656,-31.23801808,female_happy
657,-25.82608812,female_sad
658,-16.61273445,female_sad
659,-29.18437624,female_sad
660,-25.73475148,female_sad
661,-11.04668712,female_sad
662,-29.4167027,female_sad
663,-21.59229866,female_fear
664,-21.37867523,female_fear
665,-24.68121698,female_fear
666,-32.41225158,female_surprise
667,-19.71106103,female_surprise
668,-35.09224916,female_surprise
669,-22.12499433,female_fear
670,-9.596299042,female_fear
671,-25.02239349,female_fear
672,-28.23017772,female_disgust
673,-26.55337926,female_disgust
674,-31.76993933,female_disgust
675,-28.85406459,female_fear
676,-24.46706336,female_fear
677,-31.85220741,female_fear
678,-24.655705,female_disgust
679,-20.81816772,female_disgust
680,-27.94907654,female_disgust
681,-26.34919251,female_surprise
682,-13.89431623,female_surprise
683,-29.62810138,female_surprise
684,-28.70960048,female_surprise
685,-16.38045508,female_surprise
686,-33.02715361,female_surprise
687,-29.02843488,female_disgust
688,-14.71093661,female_disgust
689,-32.39851247,female_disgust
690,-26.66535295,female_surprise
691,-13.3362456,female_surprise
692,-29.99064554,female_surprise
693,-21.81475327,female_angry
694,-16.30854634,female_angry
695,-25.34399339,female_angry
696,-30.36850686,female_surprise
697,-16.78966826,female_surprise
698,-34.21781887,female_surprise
699,-27.2517038,female_disgust
700,-20.01546017,female_disgust
701,-31.13578793,female_disgust
702,-28.02297315,female_fear
703,-19.11767836,female_fear
704,-31.33326038,female_fear
705,-21.16880666,female_fear
706,-11.24460656,female_fear
707,-24.43869499,female_fear
708,-18.05515566,female_fear
709,-12.84644042,female_fear
710,-21.75067807,female_fear
711,-29.23562555,female_angry
712,-18.71963287,female_angry
713,-32.45519554,female_angry
714,-30.62129591,female_disgust
715,-17.40092276,female_disgust
716,-34.66815091,female_disgust
717,-28.72740018,female_angry
718,-19.96571016,female_angry
719,-32.39385215,female_angry
720,-26.11451878,male_neutral
721,-20.34648786,male_neutral
722,-29.70790681,male_neutral
723,-27.36625844,male_calm
724,-25.32530454,male_calm
725,-30.82873734,male_calm
726,-28.2929208,male_neutral
727,-21.23780224,male_neutral
728,-32.14257246,male_neutral
729,-28.38120507,male_calm
730,-26.36485592,male_calm
731,-32.85877887,male_calm
732,-25.73719696,male_calm
733,-24.48642321,male_calm
734,-29.40353988,male_calm
735,-25.70058408,male_happy
736,-23.72870258,male_happy
737,-29.49531559,male_happy
738,-26.6520349,male_neutral
739,-25.13807073,male_neutral
740,-30.48303703,male_neutral
741,-25.66891087,male_calm
742,-20.81887741,male_calm
743,-29.47915158,male_calm
744,-26.85870397,male_calm
745,-25.18029401,male_calm
746,-30.81805586,male_calm
747,-26.77587259,male_neutral
748,-20.44267265,male_neutral
749,-30.40671372,male_neutral
750,-26.92591145,male_calm
751,-23.52169236,male_calm
752,-30.51339661,male_calm
753,-26.65643743,male_calm
754,-24.45275124,male_calm
755,-30.0192904,male_calm
756,-26.98859193,male_calm
757,-25.62984839,male_calm
758,-31.51594162,male_calm
759,-26.77202856,male_surprise
760,-21.56468056,male_surprise
761,-30.33901289,male_surprise
762,-25.30664002,male_disgust
763,-24.67845455,male_disgust
764,-29.5811084,male_disgust
765,-27.45709231,male_surprise
766,-25.96545467,male_surprise
767,-30.94129792,male_surprise
768,-26.45726488,male_sad
769,-25.3310204,male_sad
770,-30.68621012,male_sad
771,-24.29487631,male_fear
772,-17.15989811,male_fear
773,-27.32207922,male_fear
774,-22.30216209,male_angry
775,-21.52501638,male_angry
776,-26.44441406,male_angry
777,-26.08101481,male_surprise
778,-19.50845283,male_surprise
779,-29.5935469,male_surprise
780,-29.44702301,male_sad
781,-25.44495761,male_sad
782,-33.01223787,male_sad
783,-16.79607492,male_angry
784,-8.423669395,male_angry
785,-20.15254275,male_angry
786,-24.43151079,male_disgust
787,-21.81221156,male_disgust
788,-28.09650974,male_disgust
789,-23.55522512,male_disgust
790,-19.84221481,male_disgust
791,-28.27874737,male_disgust
792,-19.54553492,male_angry
793,-12.3249059,male_angry
794,-23.04198744,male_angry
795,-26.26576505,male_happy
796,-18.82828946,male_happy
797,-29.77073624,male_happy
798,-30.44028418,male_sad
799,-30.04338324,male_sad
800,-34.66280086,male_sad
801,-27.53504209,male_happy
802,-23.91208928,male_happy
803,-31.12752014,male_happy
804,-25.6635796,male_disgust
805,-21.88444815,male_disgust
806,-29.19181129,male_disgust
807,-23.49234384,male_fear
808,-19.04099035,male_fear
809,-26.79738869,male_fear
810,-24.3090024,male_happy
811,-17.67297398,male_happy
812,-27.8753682,male_happy
813,-25.88886792,male_disgust
814,-24.02103064,male_disgust
815,-29.63066299,male_disgust
816,-27.91229635,male_fear
817,-19.63391882,male_fear
818,-31.7043691,male_fear
819,-29.99607433,male_sad
820,-28.20098532,male_sad
821,-33.74609854,male_sad
822,-27.1371173,male_surprise
823,-19.95063265,male_surprise
824,-31.01200771,male_surprise
825,-24.25398614,male_disgust
826,-20.51204949,male_disgust
827,-28.08815451,male_disgust
828,-28.68694283,male_sad
829,-24.34545544,male_sad
830,-32.87591673,male_sad
831,-21.85697311,male_angry
832,-15.80762265,male_angry
833,-25.21997269,male_angry
834,-24.23179026,male_surprise
835,-17.9692706,male_surprise
836,-27.0958037,male_surprise
837,-28.45577446,male_sad
838,-24.42140384,male_sad
839,-31.82327443,male_sad
840,-18.21002849,male_angry
841,-8.369026003,male_angry
842,-21.98259692,male_angry
843,-23.61374528,male_happy
844,-18.86206707,male_happy
845,-27.29781204,male_happy
846,-27.61448409,male_happy
847,-22.73255998,male_happy
848,-31.20266987,male_happy
849,-27.35792144,male_sad
850,-25.10743845,male_sad
851,-32.12130538,male_sad
852,-25.46595808,male_disgust
853,-22.94877697,male_disgust
854,-29.15618279,male_disgust
855,-26.62804616,male_fear
856,-11.47385252,male_fear
857,-29.55309742,male_fear
858,-26.03478806,male_disgust
859,-20.57449721,male_disgust
860,-29.68383494,male_disgust
861,-26.92645185,male_surprise
862,-20.15211708,male_surprise
863,-30.22087737,male_surprise
864,-30.31183437,male_sad
865,-24.67039965,male_sad
866,-34.26808476,male_sad
867,-28.52542389,male_fear
868,-22.93919737,male_fear
869,-32.66310167,male_fear
870,-30.18238031,male_surprise
871,-21.16079342,male_surprise
872,-33.85191223,male_surprise
873,-27.25553544,male_fear
874,-14.25567086,male_fear
875,-30.20861119,male_fear
876,-19.90355738,male_angry
877,-17.59123547,male_angry
878,-24.07968274,male_angry
879,-22.1599088,male_angry
880,-18.10364808,male_angry
881,-26.69088504,male_angry
882,-16.70698437,male_angry
883,-15.74902285,male_angry
884,-19.5854494,male_angry
885,-26.18875018,male_happy
886,-17.58064616,male_happy
887,-29.95827037,male_happy
888,-25.98429888,male_surprise
889,-21.99759043,male_surprise
890,-29.85407749,male_surprise
891,-27.50583024,male_fear
892,-16.56972553,male_fear
893,-30.62709877,male_fear
894,-25.25361448,male_happy
895,-16.03773285,male_happy
896,-28.78305386,male_happy
897,-28.67022066,male_fear
898,-21.57585877,male_fear
899,-32.4331031,male_fear
900,-36.15238786,female_calm
901,-27.33163179,female_calm
902,-40.19806841,female_calm
903,-37.14643109,female_calm
904,-29.36875131,female_calm
905,-40.85136188,female_calm
906,-33.79530146,female_neutral
907,-25.18937872,female_neutral
908,-37.71545478,female_neutral
909,-37.53567416,female_neutral
910,-30.13318658,female_neutral
911,-41.73514942,female_neutral
912,-32.96699799,female_calm
913,-32.90527149,female_calm
914,-37.69527932,female_calm
915,-34.49093018,female_neutral
916,-29.95077413,female_neutral
917,-38.37960392,female_neutral
918,-35.19688615,female_neutral
919,-31.37190941,female_neutral
920,-39.70179238,female_neutral
921,-19.47053169,female_angry
922,-8.630366843,female_angry
923,-22.74554424,female_angry
924,-25.24217155,female_happy
925,-13.30022647,female_happy
926,-27.5519061,female_happy
927,-36.36736767,female_fear
928,-26.08396101,female_fear
929,-40.55862024,female_fear
930,-31.17233524,female_angry
931,-27.1335952,female_angry
932,-34.48383191,female_angry
933,-22.02547559,female_sad
934,-18.17604229,female_sad
935,-25.31072982,female_sad
936,-33.79086622,female_sad
937,-25.22924428,female_sad
938,-37.21583283,female_sad
939,-34.13648344,female_disgust
940,-28.41613224,female_disgust
941,-37.85377263,female_disgust
942,-35.08012526,female_calm
943,-27.56747793,female_calm
944,-39.04797851,female_calm
945,-33.64093656,female_fear
946,-30.07169045,female_fear
947,-37.98179356,female_fear
948,-35.83580971,female_calm
949,-30.80937062,female_calm
950,-39.67878429,female_calm
951,-35.94263788,female_surprise
952,-24.56825953,female_surprise
953,-39.69087101,female_surprise
954,-33.18054364,female_surprise
955,-24.21007047,female_surprise
956,-36.51788408,female_surprise
957,-34.99737434,female_sad
958,-33.17289342,female_sad
959,-38.83767117,female_sad
960,-34.27029772,female_happy
961,-19.17212078,female_happy
962,-37.29036402,female_happy
963,-36.08064517,female_disgust
964,-26.90806786,female_disgust
965,-39.9458949,female_disgust
966,-19.58118512,female_fear
967,-7.26450512,female_fear
968,-23.13575969,female_fear
969,-29.44941125,female_angry
970,-26.27804983,female_angry
971,-32.81245703,female_angry
972,-17.78537436,female_angry
973,-8.487889895,female_angry
974,-20.9041948,female_angry
975,-19.82160132,female_angry
